Name,h1,h2,N1,N2,vocabulary,length,volume,difficulty,effort,time,bugs,MI,CC,CCL,CCO,CEE,CI,LDC,LLDC,CLLC,CLC,NCR,CR,CEG,TLLOC,TLOC,TNCL,TNFI,TNM,TNOS,TNPKG,TCLOC,TNDI,WarningBlocker,WarningCritical,WarningMajor,WarningMinor,WarningInfo
OpenAI Python API library,1.2078431372549019,10.058823529411764,7.67843137254902,14.129411764705882,11.266666666666667,21.807843137254903,128.93408336997084,0.8437939529620332,710.7598082345165,39.4866560130287,0.04297802778999028,83.74708543247849,2.170522620692812,66,383,611.861572265625,183,4848,3144,0.1277373731136322,0.1602115035057068,0.20830096304416656,0.47453346848487854,7.382058620452881,24613,30260,486,240,1403,5509,46,5447,49,0,265,200,1354,0
OpenVINO,2.1319444444444446,12.018849206349206,8.286210317460318,15.655753968253968,14.15079365079365,23.941964285714285,141.55172083661492,1.4102443836440433,924.348056214615,51.35266978970082,0.047183906945538145,83.98964602835251,3.2109319400195853,234,1223,9344.34765625,679,15172,12952,0.08558665961027145,0.08023735135793686,0.18759022653102875,0.16874255239963531,1.8454786539077759,151332,189089,1774,2014,7965,55489,745,36453,748,0,2796,2955,8794,0
Optuna,4.417948717948718,26.182051282051283,19.73076923076923,36.717948717948715,30.6,56.44871794871795,364.54366084585973,3.001935737316209,3068.3271429778183,170.46261905432328,0.12151455361528654,71.60930726184158,3.2148348845094485,44,330,550.727294921875,96,2743,1757,0.03464526683092117,0.04262162744998932,0.1597796231508255,0.09862437099218369,1.5625511407852173,50714,64357,303,386,2717,19404,79,12407,82,0,2690,1258,1851,0
Paddle,4.122579466569237,24.9165144318597,19.754110339788088,35.6200219218122,29.039093898428938,55.374132261600295,356.3288308668572,2.8785541830903028,3274.0793108937273,181.89329504965312,0.11877627695561913,69.37261045860078,3.228818072455524,2218,16418,177732.328125,6068,142670,123748,0.12186349928379059,0.11226335912942886,0.0973123088479042,0.21622797846794128,1.7885862588882446,1015464,1270851,17505,5467,61783,427393,800,207606,803,0,77116,30550,60786,0
Pandas,5.007551919446192,45.15921963499056,33.583385777218375,61.6979232221523,50.16677155443675,95.28130899937068,683.2392407204193,3.419751097740376,6638.8437293030365,368.824651627945,0.22774641357347286,61.49117823521468,2.7166224454238317,159,557,1551.1334228515625,341,10863,7830,0.017806218937039375,0.01960320770740509,0.0870719850063324,0.010885217227041721,0.1481637805700302,439734,554144,2063,1516,27076,186063,254,94470,257,0,16787,13010,21488,0
Pocker,3.4634146341463414,33.609756097560975,24.341463414634145,46.74390243902439,37.073170731707314,71.08536585365853,503.86596790512846,2.317718087000285,4162.6683248572235,231.25935138095676,0.1679553226350429,75.11268085285428,4.382145281532753,16,100,1550.6666259765625,34,263,235,0.021698983386158943,0.020117800682783127,0.125,0.0847029834985733,1.1529289484024048,10830,13073,66,82,499,5231,26,1073,29,0,51,576,1377,0
Pybrain,3.50968992248062,21.912790697674417,16.521317829457363,30.78875968992248,25.42248062015504,47.310077519379846,308.241254771109,2.335931278653412,2324.27146502085,129.12619250115822,0.1027470849237029,79.41282384904912,2.629555604199294,20,125,44.400001525878906,53,1034,923,0.03487493470311165,0.027139820158481598,0.17555555701255798,0.056202929466962814,1.481552004814148,26466,38099,465,516,2235,14550,148,8822,151,0,2171,1280,7000,0
PyCaret,3.8541666666666665,27.229166666666668,22.203125,40.375,31.083333333333332,62.578125,435.9825516763872,2.667678634748008,4638.290790010216,257.6828216672343,0.14532751722546244,72.27520311041224,2.9421135713493443,109,1028,7378.716796875,273,6868,5306,0.08723530173301697,0.09568258374929428,0.2023584544658661,0.404217928647995,4.5354204177856445,60824,71779,260,192,1765,15388,49,27303,52,0,1092,954,2107,0
pycm,3.4186046511627906,56.76744186046512,38.674418604651166,75.65116279069767,60.18604651162791,114.32558139534883,924.3495457760441,2.117868501745842,5848.548961710786,324.9193867617103,0.3081165152586815,79.69178056912365,2.657233030137312,4,30,2.0,8,170,108,0.013416148722171783,0.011947431601583958,0.1666666716337204,0.025672879070043564,3.702120542526245,8050,14229,15,43,296,2399,12,8688,15,0,56,63,1958,0
PyMC,6.793859649122807,58.43421052631579,44.35087719298246,80.7280701754386,65.2280701754386,125.07894736842105,919.7017498883869,4.503280378748102,9527.717699729254,529.3176499849582,0.30656724996279583,63.324464554712556,3.244879279664624,23,250,149.33334350585938,46,1506,1152,0.017338169738650322,0.017922384664416313,0.21256038546562195,0.10885186493396759,2.174006938934326,66443,84029,724,223,3566,25545,54,21055,57,0,4428,1771,5679,0
Pyro,5.837555886736214,38.75558867362146,30.94634873323398,55.05812220566319,44.59314456035767,86.00447093889717,570.1938899902782,3.9924338927373,4876.397421389966,270.9109678549981,0.19006462999675974,67.86127307934171,2.8925169386007847,60,313,449.5833435058594,124,3943,3515,0.033813681453466415,0.03056683950126171,0.20000000298023224,0.046078961342573166,0.754349410533905,103952,128996,721,667,6130,43901,106,26470,109,0,12068,2421,7832,0
