Name,h1,h2,N1,N2,vocabulary,length,volume,difficulty,effort,time,bugs,MI,CC,CCL,CCO,CEE,CEG,CI,LDC,LLDC,CLLC,CLC,NCR,CR,TLLOC,TLOC,TNCL,TNFI,TNM,TNOS,TNPKG,TCLOC,TNDI,WarningBlocker,WarningCritical,WarningMajor,WarningMinor,WarningInfo
FastAI,5.906542056074766,36.4392523364486,25.560747663551403,47.58878504672897,42.345794392523366,73.14953271028037,504.3500614575871,3.7440788529466955,5483.403843007459,304.6335468337477,0.1681166871525292,69.7301882221971,2.2916538298130553,0,0,0.0,__INVALID__,0,0,0,0.0,0.0,__INVALID__,0.0,15015,18223,279,107,1691,6480,21,3048,24,0,1841,1491,7147,0
