Name,h1,h2,N1,N2,vocabulary,length,volume,difficulty,effort,time,bugs,MI,CC,CCL,CCO,CEE,CEG,CI,LDC,LLDC,CLLC,CLC,NCR,CR,TLLOC,TLOC,TNCL,TNFI,TNM,TNOS,TNPKG,TCLOC,TNDI,WarningBlocker,WarningCritical,WarningMajor,WarningMinor,WarningInfo
RLAgents,3.152941176470588,14.588235294117647,10.594117647058823,19.941176470588236,17.741176470588236,30.53529411764706,190.0591011904063,2.0439714444115538,1710.977454077946,95.05430300433036,0.06335303373013544,85.22967058769446,2.452006093627209,0,0,0.0,__INVALID__,0,0,0,0.0,0.0,__INVALID__,0.0,7914,9764,113,170,710,4184,99,1674,102,0,114,272,959,0
